buffer_size,episode,episode_length,episode_reward,fps,frame,step,total_time
50.0,1.0,100.0,14.0,2.0731326027393577,100,50.0,48.23619055747986
100.0,2.0,100.0,0.0,96.53382604825053,200,100.0,49.27209830284119
150.0,3.0,100.0,14.0,98.88893578084179,300,150.0,50.283334493637085
200.0,4.0,100.0,19.0,102.75208141177104,400,200.0,51.25655126571655
250.0,5.0,100.0,0.0,115.69865030783154,500,250.0,52.12086629867554
300.0,6.0,100.0,0.0,115.27756820988341,600,300.0,52.988338232040405
350.0,7.0,100.0,0.0,109.57445140983936,700,350.0,53.900959968566895
400.0,8.0,100.0,0.0,99.8991077850872,800,400.0,54.90197157859802
450.0,9.0,100.0,0.0,96.95035341320718,900,450.0,55.933427810668945
500.0,10.0,100.0,0.0,109.72724004978964,1000,500.0,56.8447790145874
550.0,11.0,100.0,0.0,105.47356562323972,1100,550.0,57.79288458824158
600.0,12.0,100.0,0.0,100.80968779623018,1200,600.0,58.78485321998596
650.0,13.0,100.0,8.0,111.01017228355776,1300,650.0,59.68567204475403
700.0,14.0,100.0,0.0,100.44338926128691,1400,700.0,60.68125891685486
750.0,15.0,100.0,0.0,112.37778060592258,1500,750.0,61.57111430168152
800.0,16.0,100.0,0.0,123.41240884503303,1600,800.0,62.38140630722046
850.0,17.0,100.0,0.0,103.59575194345277,1700,850.0,63.34669780731201
900.0,18.0,100.0,0.0,99.10052823794122,1800,900.0,64.35577511787415
950.0,19.0,100.0,0.0,99.01766206356832,1900,950.0,65.36569714546204
1000.0,20.0,100.0,0.0,93.8858633000929,2000,1000.0,66.43082094192505
1050.0,21.0,100.0,0.0,3.0877943470117004,2100,1050.0,98.81639814376831
1100.0,22.0,100.0,0.0,63.128448653304694,2200,1100.0,100.40047097206116
1150.0,23.0,100.0,0.0,66.71764241967382,2300,1150.0,101.89932584762573
1200.0,24.0,100.0,0.0,68.23102972422119,2400,1200.0,103.3649353981018
1250.0,25.0,100.0,0.0,70.03592879962878,2500,1250.0,104.79277443885803
1300.0,26.0,100.0,0.0,73.38744784164858,2600,1300.0,106.15540647506714
1350.0,27.0,100.0,0.0,67.56806739692026,2700,1350.0,107.63539671897888
1400.0,28.0,100.0,0.0,69.25986485232403,2800,1400.0,109.07923483848572
1450.0,29.0,100.0,0.0,69.28510356001168,2900,1450.0,110.52254700660706
1500.0,30.0,100.0,0.0,68.8626920964034,3000,1500.0,111.97471237182617
1550.0,31.0,100.0,0.0,66.46386673455187,3100,1550.0,113.47929048538208
1600.0,32.0,100.0,0.0,67.0928690600161,3200,1600.0,114.96976232528687
1650.0,33.0,100.0,0.0,67.11808871011232,3300,1650.0,116.45967411994934
1700.0,34.0,100.0,0.0,66.78895027131641,3400,1700.0,117.95692825317383
1750.0,35.0,100.0,0.0,73.82057128475269,3500,1750.0,119.31156468391418
1800.0,36.0,100.0,0.0,63.95397842982863,3600,1800.0,120.87518978118896
1850.0,37.0,100.0,0.0,65.84977417393881,3700,1850.0,122.39379811286926
1900.0,38.0,100.0,0.0,62.91300919432336,3800,1900.0,123.98329591751099
1950.0,39.0,100.0,0.0,68.82507505967607,3900,1950.0,125.43625473976135
2000.0,40.0,100.0,0.0,63.358114318817464,4000,2000.0,127.01458597183228
2050.0,41.0,100.0,0.0,3.133140865058748,4100,2050.0,158.9314408302307
2100.0,42.0,100.0,0.0,63.94544693087913,4200,2100.0,160.4952747821808
2150.0,43.0,100.0,0.0,65.86888487694686,4300,2150.0,162.01344323158264
2200.0,44.0,100.0,0.0,70.85604932331803,4400,2200.0,163.42475581169128
2250.0,45.0,100.0,0.0,66.69940436055906,4500,2250.0,164.92402029037476
2300.0,46.0,100.0,0.0,72.88004213321832,4600,2300.0,166.29613876342773
2350.0,47.0,100.0,0.0,69.53700728709607,4700,2350.0,167.73422288894653
2400.0,48.0,100.0,0.0,68.3349237348569,4800,2400.0,169.19760417938232
2450.0,49.0,100.0,0.0,70.7872528047458,4900,2450.0,170.61028861999512
2500.0,50.0,100.0,0.0,64.01611733911278,5000,2500.0,172.1723964214325
2550.0,51.0,100.0,0.0,72.32495104107446,5100,2550.0,173.5550456047058
2600.0,52.0,100.0,12.0,68.32520571010058,5200,2600.0,175.018634557724
2650.0,53.0,100.0,0.0,66.74740278485501,5300,2650.0,176.51682138442993
2700.0,54.0,100.0,0.0,64.94263738730892,5400,2700.0,178.05664372444153
2750.0,55.0,100.0,0.0,63.35546334047906,5500,2750.0,179.6350395679474
2800.0,56.0,100.0,0.0,63.94851800826849,5600,2800.0,181.1987977027893
2850.0,57.0,100.0,0.0,74.1215055718756,5700,2850.0,182.54793453216553
2900.0,58.0,100.0,0.0,66.01620600851884,5800,2900.0,184.06271481513977
2950.0,59.0,100.0,0.0,68.99826842362063,5900,2950.0,185.5120267868042
