buffer_size,episode,episode_length,episode_reward,fps,frame,step,total_time
3950.0,79.0,100.0,0.0,9.329902829453886,7900,3950.0,953.3580453395844
4000.0,80.0,100.0,0.0,9.981236445159247,8000,4000.0,963.3768451213837
4050.0,81.0,100.0,14.0,2.2879645607430255,8100,4050.0,1007.0838181972504
4100.0,82.0,100.0,0.0,9.766523654358952,8200,4100.0,1017.3228769302368
4150.0,83.0,100.0,0.0,9.422893639978588,8300,4150.0,1027.9353289604187
4200.0,84.0,100.0,0.0,9.33341608332779,8400,4200.0,1038.649521112442
4250.0,85.0,100.0,0.0,9.719861407695898,8500,4250.0,1048.9377348423004
4300.0,86.0,100.0,0.0,9.643499191490056,8600,4300.0,1059.3074157238007
4350.0,87.0,100.0,12.0,9.749277405204737,8700,4350.0,1069.5645871162415
4400.0,88.0,100.0,20.0,9.388892326209067,8800,4400.0,1080.2154717445374
4450.0,89.0,100.0,0.0,9.429880698846954,8900,4450.0,1090.8200607299805
4500.0,90.0,100.0,0.0,9.839953749469709,9000,4500.0,1100.982711315155
4550.0,91.0,100.0,0.0,9.657658517282007,9100,4550.0,1111.3371889591217
4600.0,92.0,100.0,16.0,9.839013133590978,9200,4600.0,1121.500811100006
4650.0,93.0,100.0,20.0,9.810982226614362,9300,4650.0,1131.6934716701508
4700.0,94.0,100.0,0.0,9.633415173913262,9400,4700.0,1142.0740072727203
4750.0,95.0,100.0,0.0,9.56858046458319,9500,4750.0,1152.5248792171478
4800.0,96.0,100.0,0.0,9.511573253489683,9600,4800.0,1163.0383875370026
4850.0,97.0,100.0,0.0,9.396498196424284,9700,4850.0,1173.680651664734
4900.0,98.0,100.0,0.0,8.762698280068005,9800,4900.0,1185.0926628112793
4950.0,99.0,100.0,0.0,9.35972516090241,9900,4950.0,1195.776737689972
5000.0,100.0,100.0,0.0,9.400856926638376,10000,5000.0,1206.4140665531158
5050.0,101.0,100.0,15.0,2.2840848503357867,10100,5050.0,1250.1952784061432
5100.0,102.0,100.0,0.0,10.01634475431489,10200,5100.0,1260.178961277008
5150.0,103.0,100.0,11.0,9.493513620665514,10300,5150.0,1270.712470293045
5200.0,104.0,100.0,13.0,9.438469967936957,10400,5200.0,1281.3074088096619
5250.0,105.0,100.0,14.0,9.556355455619311,10500,5250.0,1291.7716500759125
5300.0,106.0,100.0,15.0,9.789952124441859,10600,5300.0,1301.9862053394318
5350.0,107.0,100.0,14.0,9.37108156204652,10700,5350.0,1312.6573331356049
5400.0,108.0,100.0,14.0,9.449625353115849,10800,5400.0,1323.2397646903992
5450.0,109.0,100.0,15.0,9.701046249311679,10900,5450.0,1333.5479321479797
5500.0,110.0,100.0,0.0,9.567488262884025,11000,5500.0,1343.9999973773956
5550.0,111.0,100.0,0.0,8.551939438877659,11100,5550.0,1355.6932532787323
5600.0,112.0,100.0,16.0,9.213443359442788,11200,5600.0,1366.5469596385956
5650.0,113.0,100.0,12.0,9.689977389843293,11300,5650.0,1376.8669018745422
5700.0,114.0,100.0,0.0,9.746324398579882,11400,5700.0,1387.1271812915802
5750.0,115.0,100.0,12.0,9.662516270910407,11500,5750.0,1397.476453781128
5800.0,116.0,100.0,0.0,9.284515873711225,11600,5800.0,1408.2470757961273
5850.0,117.0,100.0,9.0,9.541567291075353,11700,5850.0,1418.7275352478027
5900.0,118.0,100.0,17.0,9.341580351657168,11800,5900.0,1429.4323635101318
5950.0,119.0,100.0,0.0,9.417174387860674,11900,5950.0,1440.0512609481812
6000.0,120.0,100.0,0.0,9.495889917965895,12000,6000.0,1450.5821344852448
6050.0,121.0,100.0,18.0,2.2616579545493947,12100,6050.0,1494.7974863052368
6100.0,122.0,100.0,16.0,9.743154089404126,12200,6100.0,1505.0611045360565
6150.0,123.0,100.0,0.0,9.651968211013092,12300,6150.0,1515.421686410904
6200.0,124.0,100.0,13.0,9.830522958337939,12400,6200.0,1525.594086408615
6250.0,125.0,100.0,0.0,9.731844470595753,12500,6250.0,1535.8696324825287
6300.0,126.0,100.0,0.0,9.417764545961816,12600,6300.0,1546.4878642559052
6350.0,127.0,100.0,0.0,9.641950931498053,12700,6350.0,1556.8592104911804
6400.0,128.0,100.0,0.0,9.384280540744179,12800,6400.0,1567.515329360962
6450.0,129.0,100.0,8.0,9.494139604576695,12900,6450.0,1578.0481443405151
6500.0,130.0,100.0,13.0,9.58922850577269,13000,6500.0,1588.4765136241913
6550.0,131.0,100.0,19.0,9.905541425188376,13100,6550.0,1598.5718743801117
6600.0,132.0,100.0,16.0,9.506444580425152,13200,6600.0,1609.091055393219
6650.0,133.0,100.0,10.0,9.696067424626573,13300,6650.0,1619.4045164585114
6700.0,134.0,100.0,12.0,9.432109855021842,13400,6700.0,1630.006599187851
6750.0,135.0,100.0,20.0,9.869437325661991,13500,6750.0,1640.1388902664185
6800.0,136.0,100.0,11.0,9.525782156746036,13600,6800.0,1650.6367166042328
6850.0,137.0,100.0,14.0,9.671775179854539,13700,6850.0,1660.9760818481445
6900.0,138.0,100.0,11.0,9.834221209578747,13800,6900.0,1671.1446559429169
6950.0,139.0,100.0,0.0,9.750299990615376,13900,6950.0,1681.4007518291473
7000.0,140.0,100.0,13.0,9.96838724467841,14000,7000.0,1691.4324660301208
7050.0,141.0,100.0,16.0,2.2963732278822904,14100,7050.0,1734.9793951511383
7100.0,142.0,100.0,18.0,9.515436667448295,14200,7100.0,1745.48863530159
7150.0,143.0,100.0,12.0,9.959263533311487,14300,7150.0,1755.5295395851135
7200.0,144.0,100.0,20.0,9.784493145635846,14400,7200.0,1765.7497944831848
7250.0,145.0,100.0,18.0,9.44398567653406,14500,7250.0,1776.338544845581
7300.0,146.0,100.0,14.0,9.700324932706849,14600,7300.0,1786.647479057312
7350.0,147.0,100.0,14.0,8.951967297679126,14700,7350.0,1797.818208694458
7400.0,148.0,100.0,14.0,9.820706655633806,14800,7400.0,1808.0007762908936
7450.0,149.0,100.0,17.0,9.704882358927176,14900,7450.0,1818.304869890213
7500.0,150.0,100.0,14.0,9.356403919562798,15000,7500.0,1828.9927377700806
7550.0,151.0,100.0,0.0,9.797885487372215,15100,7550.0,1839.1990225315094
7600.0,152.0,100.0,0.0,9.645122915583375,15200,7600.0,1849.5669577121735
7650.0,153.0,100.0,0.0,9.639642766114951,15300,7650.0,1859.94078707695
7700.0,154.0,100.0,15.0,9.31883187644009,15400,7700.0,1870.6717464923859
7750.0,155.0,100.0,12.0,9.423564757945963,15500,7750.0,1881.283443927765
7800.0,156.0,100.0,18.0,9.451215747459466,15600,7800.0,1891.8640940189362
7850.0,157.0,100.0,14.0,9.882904784713437,15700,7850.0,1901.9825775623322
7900.0,158.0,100.0,16.0,9.471088436641441,15800,7900.0,1912.5410273075104
7950.0,159.0,100.0,17.0,9.747053705254936,15900,7950.0,1922.800538778305
8000.0,160.0,100.0,17.0,10.068071940257694,16000,8000.0,1932.7329280376434
8050.0,161.0,100.0,12.0,2.3064719652705032,16100,8050.0,1976.089189529419
8100.0,162.0,100.0,0.0,9.624864036275351,16200,8100.0,1986.478947877884
8150.0,163.0,100.0,11.0,9.112940012673326,16300,8150.0,1997.4523558616638
8200.0,164.0,100.0,15.0,9.648437701282095,16400,8200.0,2007.816729068756
8250.0,165.0,100.0,18.0,9.517986806221616,16500,8250.0,2018.3231534957886
8300.0,166.0,100.0,12.0,9.66919725844412,16600,8300.0,2028.6652748584747
8350.0,167.0,100.0,15.0,9.426859491380702,16700,8350.0,2039.2732622623444
8400.0,168.0,100.0,16.0,9.522123916306915,16800,8400.0,2049.77512216568
8450.0,169.0,100.0,15.0,9.625509229755979,16900,8450.0,2060.1641840934753
8500.0,170.0,100.0,17.0,9.8898353607952,17000,8500.0,2070.2755768299103
8550.0,171.0,100.0,17.0,9.782338682233497,17100,8550.0,2080.498081922531
8600.0,172.0,100.0,13.0,9.631245998178967,17200,8600.0,2090.8809554576874
8650.0,173.0,100.0,16.0,9.688013375234073,17300,8650.0,2101.2029900550842
8700.0,174.0,100.0,17.0,9.411034874937892,17400,8700.0,2111.8288147449493
8750.0,175.0,100.0,14.0,9.67700949567908,17500,8750.0,2122.1625866889954
8800.0,176.0,100.0,15.0,9.555596062514038,17600,8800.0,2132.627660036087
8850.0,177.0,100.0,8.0,9.540001244158907,17700,8850.0,2143.109839439392
8900.0,178.0,100.0,15.0,9.518300863619942,17800,8900.0,2153.6159179210663
8950.0,179.0,100.0,11.0,9.645324089640189,17900,8950.0,2163.983636379242
9000.0,180.0,100.0,12.0,9.542429964971538,18000,9000.0,2174.463148355484
9050.0,181.0,100.0,16.0,2.2816940577857467,18100,9050.0,2218.2902348041534
9100.0,182.0,100.0,11.0,9.964639734059858,18200,9100.0,2228.325721502304
9150.0,183.0,100.0,18.0,9.581102482931557,18300,9150.0,2238.7629351615906
9200.0,184.0,100.0,8.0,9.60671066911433,18400,9200.0,2249.172326564789
9250.0,185.0,100.0,14.0,9.57987022751936,18500,9250.0,2259.610882282257
9300.0,186.0,100.0,13.0,9.201904528932944,18600,9300.0,2270.4781987667084
9350.0,187.0,100.0,14.0,9.869023270689029,18700,9350.0,2280.6109144687653
9400.0,188.0,100.0,19.0,9.461433085311668,18800,9400.0,2291.1801388263702
9450.0,189.0,100.0,10.0,9.780333175523992,18900,9450.0,2301.404740333557
9500.0,190.0,100.0,17.0,9.711849426766872,19000,9500.0,2311.7014417648315
9550.0,191.0,100.0,18.0,9.893890875556966,19100,9550.0,2321.808689594269
9600.0,192.0,100.0,15.0,9.831050615857555,19200,9600.0,2331.9805433750153
9650.0,193.0,100.0,15.0,9.846121255655211,19300,9650.0,2342.136828184128
9700.0,194.0,100.0,13.0,10.016629647944091,19400,9700.0,2352.120227098465
9750.0,195.0,100.0,15.0,9.744438220185852,19500,9750.0,2362.382492542267
9800.0,196.0,100.0,15.0,9.43675540616134,19600,9800.0,2372.9793560504913
9850.0,197.0,100.0,17.0,9.290014173443245,19700,9850.0,2383.7436032295227
9900.0,198.0,100.0,13.0,9.666261369161942,19800,9900.0,2394.088865995407
9950.0,199.0,100.0,13.0,9.661709644375573,19900,9950.0,2404.4390025138855
10000.0,200.0,100.0,18.0,9.710014107206575,20000,10000.0,2414.7376503944397
10050.0,201.0,100.0,20.0,2.29749023026666,20100,10050.0,2458.2634077072144
10100.0,202.0,100.0,10.0,9.665893366744081,20200,10100.0,2468.6090638637543
10150.0,203.0,100.0,19.0,9.89038503067377,20300,10150.0,2478.7198946475983
10200.0,204.0,100.0,18.0,9.739130725536103,20400,10200.0,2488.98775267601
10250.0,205.0,100.0,10.0,9.102342717644483,20500,10250.0,2499.9739367961884
10300.0,206.0,100.0,18.0,9.689880905117136,20600,10300.0,2510.2939817905426
10350.0,207.0,100.0,14.0,9.773939388304331,20700,10350.0,2520.525272130966
10400.0,208.0,100.0,10.0,9.578423262819415,20800,10400.0,2530.965404510498
10450.0,209.0,100.0,12.0,9.944475722514326,20900,10450.0,2541.021239757538
10500.0,210.0,100.0,16.0,9.444345269243858,21000,10500.0,2551.6095876693726
10550.0,211.0,100.0,15.0,9.68559498253267,21100,10550.0,2561.934199810028
10600.0,212.0,100.0,15.0,9.906683397056435,21200,10600.0,2572.0283966064453
10650.0,213.0,100.0,19.0,9.524348239704883,21300,10650.0,2582.5278041362762
10700.0,214.0,100.0,0.0,9.804013417014364,21400,10700.0,2592.7277104854584
10750.0,215.0,100.0,15.0,9.098149970851805,21500,10750.0,2603.7189569473267
10800.0,216.0,100.0,17.0,9.664193167366879,21600,10800.0,2614.066432952881
10850.0,217.0,100.0,14.0,9.394480052209275,21700,10850.0,2624.7109825611115
10900.0,218.0,100.0,14.0,9.889772865076232,21800,10900.0,2634.822439432144
10950.0,219.0,100.0,16.0,9.621047435918639,21900,10950.0,2645.2163190841675
11000.0,220.0,100.0,21.0,9.917151444426304,22000,11000.0,2655.2998609542847
11050.0,221.0,100.0,16.0,2.272467234118147,22100,11050.0,2699.3048968315125
11100.0,222.0,100.0,14.0,9.651396750885914,22200,11100.0,2709.6660928726196
11150.0,223.0,100.0,17.0,9.455812778557377,22300,11150.0,2720.241599082947
11200.0,224.0,100.0,16.0,9.687223070068676,22400,11200.0,2730.564475774765
11250.0,225.0,100.0,14.0,9.551791335495288,22500,11250.0,2741.0337171554565
11300.0,226.0,100.0,12.0,9.350566824208062,22600,11300.0,2751.7282569408417
11350.0,227.0,100.0,13.0,9.4942799411678,22700,11350.0,2762.2609152793884
11400.0,228.0,100.0,13.0,9.459890243455208,22800,11400.0,2772.8318634033203
11450.0,229.0,100.0,17.0,9.775685260479474,22900,11450.0,2783.061326265335
11500.0,230.0,100.0,16.0,9.534246057190783,23000,11500.0,2793.549833536148
11550.0,231.0,100.0,11.0,9.7542813226191,23100,11550.0,2803.801743030548
11600.0,232.0,100.0,15.0,9.689744352292275,23200,11600.0,2814.1219334602356
11650.0,233.0,100.0,18.0,9.752387074833775,23300,11650.0,2824.3758342266083
11700.0,234.0,100.0,17.0,9.36384642502803,23400,11700.0,2835.0552072525024
11750.0,235.0,100.0,14.0,9.732062827351472,23500,11750.0,2845.3305220603943
11800.0,236.0,100.0,0.0,9.808004112235,23600,11800.0,2855.5262775421143
11850.0,237.0,100.0,17.0,9.725249162463768,23700,11850.0,2865.808791399002
11900.0,238.0,100.0,17.0,9.563297038987812,23800,11900.0,2876.2654371261597
11950.0,239.0,100.0,11.0,9.14728630437969,23900,11950.0,2887.1976420879364
12000.0,240.0,100.0,13.0,9.570160276473162,24000,12000.0,2897.6467893123627
12050.0,241.0,100.0,11.0,2.303065062978334,24100,12050.0,2941.067187309265
12100.0,242.0,100.0,10.0,9.78547518920247,24200,12100.0,2951.286416053772
12150.0,243.0,100.0,18.0,9.423806764940066,24300,12150.0,2961.897840499878
12200.0,244.0,100.0,14.0,9.655904528304806,24400,12200.0,2972.2541987895966
12250.0,245.0,100.0,17.0,9.474870867367205,24500,12250.0,2982.8084332942963
12300.0,246.0,100.0,17.0,9.709777407564363,24600,12300.0,2993.10733127594
12350.0,247.0,100.0,0.0,9.673577776351422,24700,12350.0,3003.444768667221
12400.0,248.0,100.0,16.0,9.731062350592095,24800,12400.0,3013.7211401462555
12450.0,249.0,100.0,14.0,9.770318191586945,24900,12450.0,3023.956222295761
12500.0,250.0,100.0,13.0,9.347730588333697,25000,12500.0,3034.654006958008
12550.0,251.0,100.0,15.0,9.412969301199627,25100,12550.0,3045.2776489257812
12600.0,252.0,100.0,14.0,9.000769022843128,25200,12600.0,3056.3878116607666
12650.0,253.0,100.0,14.0,9.150055487552006,25300,12650.0,3067.316708087921
12700.0,254.0,100.0,20.0,9.54745737132524,25400,12700.0,3077.7907021045685
12750.0,255.0,100.0,15.0,9.895562433241055,25500,12750.0,3087.8962428569794
12800.0,256.0,100.0,22.0,9.707590561100885,25600,12800.0,3098.1974608898163
12850.0,257.0,100.0,17.0,9.605955132264576,25700,12850.0,3108.607671737671
12900.0,258.0,100.0,14.0,9.840471107148723,25800,12900.0,3118.769787788391
12950.0,259.0,100.0,15.0,9.857016408557207,25900,12950.0,3128.9148466587067
13000.0,260.0,100.0,13.0,9.567452689763707,26000,13000.0,3139.3669509887695
13050.0,261.0,100.0,16.0,2.2794279365764987,26100,13050.0,3183.2376086711884
13100.0,262.0,100.0,16.0,9.29705277745391,26200,13100.0,3193.993706703186
13150.0,263.0,100.0,15.0,9.582895082078378,26300,13150.0,3204.4289684295654
13200.0,264.0,100.0,14.0,9.195655510196923,26400,13200.0,3215.303669691086
13250.0,265.0,100.0,10.0,9.630424461764532,26500,13250.0,3225.687429666519
13300.0,266.0,100.0,18.0,9.905589616180318,26600,13300.0,3235.7827405929565
13350.0,267.0,100.0,17.0,9.343835393602927,26700,13350.0,3246.4849853515625
13400.0,268.0,100.0,13.0,9.496755317984316,26800,13400.0,3257.0148980617523
13450.0,269.0,100.0,14.0,9.7740835631498,26900,13450.0,3267.2460374832153
13500.0,270.0,100.0,17.0,9.403666042939847,27000,13500.0,3277.880189180374
13550.0,271.0,100.0,10.0,9.834310905687751,27100,13550.0,3288.0486710071564
13600.0,272.0,100.0,18.0,9.381006056304457,27200,13600.0,3298.708509683609
13650.0,273.0,100.0,17.0,9.651397639228463,27300,13650.0,3309.0697042942047
13700.0,274.0,100.0,10.0,9.793728073848978,27400,13700.0,3319.280321598053
13750.0,275.0,100.0,13.0,9.5107888269256,27500,13750.0,3329.7946972846985
13800.0,276.0,100.0,19.0,9.502923897110868,27600,13800.0,3340.317775249481
13850.0,277.0,100.0,17.0,9.709666142489185,27700,13850.0,3350.6167919635773
13900.0,278.0,100.0,16.0,9.54122890674541,27800,13900.0,3361.097622871399
13950.0,279.0,100.0,13.0,9.525118248588067,27900,13950.0,3371.5961809158325
14000.0,280.0,100.0,14.0,9.090199801720571,28000,14000.0,3382.59704041481
14050.0,281.0,100.0,17.0,2.2834065370497476,28100,14050.0,3426.3912575244904
14100.0,282.0,100.0,14.0,9.77384099653888,28200,14100.0,3436.6226511001587
14150.0,283.0,100.0,14.0,9.85547154966363,28300,14150.0,3446.7693009376526
14200.0,284.0,100.0,12.0,9.423564969670183,28400,14200.0,3457.380997657776
14250.0,285.0,100.0,12.0,10.130069700406668,28500,14250.0,3467.252598762512
14300.0,286.0,100.0,17.0,9.790818017478308,28600,14300.0,3477.4662506580353
14350.0,287.0,100.0,21.0,9.582309660895355,28700,14350.0,3487.9021501541138
14400.0,288.0,100.0,18.0,9.694920380169588,28800,14400.0,3498.2168307304382
14450.0,289.0,100.0,14.0,9.659204263154122,28900,14450.0,3508.5696511268616
14500.0,290.0,100.0,12.0,9.810988881848912,29000,14500.0,3518.7623047828674
14550.0,291.0,100.0,13.0,9.502137667431887,29100,14550.0,3529.2862541675568
14600.0,292.0,100.0,14.0,9.944975597690258,29200,14600.0,3539.3415837287903
14650.0,293.0,100.0,14.0,9.53218737958503,29300,14650.0,3549.832356452942
14700.0,294.0,100.0,19.0,9.771307180106595,29400,14700.0,3560.0664024353027
14750.0,295.0,100.0,13.0,9.779696019926563,29500,14750.0,3570.2916700839996
14800.0,296.0,100.0,15.0,9.661606154858562,29600,14800.0,3580.6419179439545
14850.0,297.0,100.0,15.0,9.746031347694327,29700,14850.0,3590.9025053977966
14900.0,298.0,100.0,19.0,9.78150964583077,29800,14900.0,3601.1258776187897
14950.0,299.0,100.0,13.0,9.774934805281168,29900,14950.0,3611.3561260700226
15000.0,300.0,100.0,16.0,9.902909412181915,30000,15000.0,3621.4541697502136
15050.0,301.0,100.0,17.0,2.299529800524711,30100,15050.0,3664.94132232666
15100.0,302.0,100.0,10.0,9.488330131951525,30200,15100.0,3675.4805850982666
15150.0,303.0,100.0,11.0,9.394426816425463,30300,15150.0,3686.1251950263977
15200.0,304.0,100.0,19.0,9.642029396632937,30400,15200.0,3696.4964566230774
15250.0,305.0,100.0,0.0,9.68670067128081,30500,15250.0,3706.819890022278
15300.0,306.0,100.0,12.0,9.506799248722636,30600,15300.0,3717.338678598404
15350.0,307.0,100.0,13.0,9.531386986713837,30700,15350.0,3727.8303320407867
15400.0,308.0,100.0,19.0,9.717263420319629,30800,15400.0,3738.121297121048
15450.0,309.0,100.0,15.0,9.57215128526143,30900,15450.0,3748.568269968033
15500.0,310.0,100.0,13.0,9.84597194307957,31000,15500.0,3758.724708557129
15550.0,311.0,100.0,19.0,10.03585752507945,31100,15550.0,3768.688980102539
15600.0,312.0,100.0,16.0,9.924145650723597,31200,15600.0,3778.7654156684875
15650.0,313.0,100.0,0.0,9.831225515717524,31300,15650.0,3788.937088727951
15700.0,314.0,100.0,13.0,9.577412790778657,31400,15700.0,3799.3783230781555
15750.0,315.0,100.0,11.0,9.828798443366146,31500,15750.0,3809.5525081157684
15800.0,316.0,100.0,16.0,9.215837822853938,31600,15800.0,3820.4033942222595
15850.0,317.0,100.0,18.0,9.722827697785975,31700,15850.0,3830.6884689331055
15900.0,318.0,100.0,13.0,9.851746194099297,31800,15900.0,3840.8389546871185
15950.0,319.0,100.0,14.0,9.55059270407641,31900,15950.0,3851.3095099925995
16000.0,320.0,100.0,18.0,9.715973837524787,32000,16000.0,3861.601840019226
16050.0,321.0,100.0,14.0,2.278797649633514,32100,16050.0,3905.4846320152283
16100.0,322.0,100.0,17.0,9.611685569233048,32200,16100.0,3915.8886358737946
16150.0,323.0,100.0,11.0,9.669970133854363,32300,16150.0,3926.22993016243
16200.0,324.0,100.0,17.0,9.748032098868094,32400,16200.0,3936.4884123802185
16250.0,325.0,100.0,15.0,9.625284583936036,32500,16250.0,3946.877717256546
16300.0,326.0,100.0,18.0,9.800889063612788,32600,16300.0,3957.080873966217
16350.0,327.0,100.0,12.0,9.220501365025523,32700,16350.0,3967.926272392273
16400.0,328.0,100.0,14.0,9.749608271513,32800,16400.0,3978.1830956935883
16450.0,329.0,100.0,18.0,9.795711624969051,32900,16450.0,3988.3916454315186
16500.0,330.0,100.0,13.0,9.463774983717125,33000,16500.0,3998.958254814148
16550.0,331.0,100.0,8.0,10.084710719857183,33100,16550.0,4008.874256372452
16600.0,332.0,100.0,14.0,9.64008521180897,33200,16600.0,4019.2476098537445
16650.0,333.0,100.0,14.0,9.85890702967631,33300,16650.0,4029.3907227516174
16700.0,334.0,100.0,19.0,9.95743304111628,33400,16700.0,4039.433472633362
16750.0,335.0,100.0,0.0,9.581342799824094,33500,16750.0,4049.870424747467
16800.0,336.0,100.0,17.0,8.963951902416012,33600,16800.0,4061.0262191295624
